ID_ND	Database	PubMLST_id	NCBI_assembly_accession	Species	Isolate.Name	Aliases	Country	Continent	Region	Source	Year	Source_harmonized
ND_NC0028	NCBI	NA	GCF_002979055.1	Cronobacter dublinensis	cro280A	ASM297905v1	China	Asia		food	2011	Food and Food Ingredients
ND_NC0029	NCBI	NA	GCF_002979075.1	Cronobacter dublinensis	cro1014W	ASM297907v1	China	Asia		food	2012	Food and Food Ingredients
ND_NC0030	NCBI	NA	GCF_002979095.1	Cronobacter dublinensis	cro1364W	ASM297909v1	China	Asia		food	2012	Food and Food Ingredients
ND_NC0031	NCBI	NA	GCF_002979115.1	Cronobacter dublinensis	cro1181W	ASM297911v1	China	Asia		food	2012	Food and Food Ingredients
ND_NC0032	NCBI	NA	GCF_002979135.1	Cronobacter dublinensis	cro965W	ASM297913v1	China	Asia		food	2012	Food and Food Ingredients
ND_NC0033	NCBI	NA	GCF_002979155.1	Cronobacter dublinensis	cro2845B2	ASM297915v1	China	Asia		food	2015	Food and Food Ingredients
ND_NC0034	NCBI	NA	GCF_002979175.1	Cronobacter dublinensis	cro910B3	ASM297917v1	China	Asia		food	2012	Food and Food Ingredients
ND_NC0035	NCBI	NA	GCF_009938445.1	Cronobacter dublinensis	SD69	ASM993844v1	China	Asia		spice	2016	Food and Food Ingredients
ND_NC0037	NCBI	NA	GCF_009938535.1	Cronobacter dublinensis	SD28	ASM993853v1	China	Asia		water	2010	Food and Food Ingredients
ND_NC0039	NCBI	NA	GCF_009938875.1	Cronobacter dublinensis	BJ09	ASM993887v1	China	Asia		food	2007	Food and Food Ingredients
ND_NC0040	NCBI	NA	GCF_011605635.1	Cronobacter dublinensis	HA18014	ASM1160563v1	China	Asia		Powdered Infant Formula	2018	Food and Food Ingredients
ND_NC0041	NCBI	NA	GCF_029227755.1	Cronobacter dublinensis	CFSA A14	ASM2922775v1	China	Asia		Cereal-based food (noodle) for infant	2021	Food and Food Ingredients
ND_NC0042	NCBI	NA	GCF_029227785.1	Cronobacter dublinensis	CFSA A84	ASM2922778v1	China	Asia		Cereal-based food (noodle) for infant	2021	Food and Food Ingredients
ND_NC0043	NCBI	NA	GCF_030011965.1	Cronobacter dublinensis	MOD1-E465	ASM3001196v1	Pakistan	Asia		Milk powder plant	Unknown	Environmental Samples
ND_NC0044	NCBI	NA	GCF_030011995.1	Cronobacter dublinensis	MOD1-E791	ASM3001199v1	Ireland	Europe		Unknown	Unknown	Unknown and Unclassified Sources
ND_NC0045	NCBI	NA	GCF_030012135.1	Cronobacter dublinensis	MOD1-E799	ASM3001213v1	Ireland	Europe		Unknown	Unknown	Unknown and Unclassified Sources
ND_NC0046	NCBI	NA	GCF_030012155.1	Cronobacter dublinensis	MOD1-E798	ASM3001215v1	Ireland	Europe		Unknown	Unknown	Unknown and Unclassified Sources
ND_NC0047	NCBI	NA	GCF_030023505.1	Cronobacter dublinensis	MOD1-E187	ASM3002350v1	Ireland	Europe		milk powder production facility	Unknown	Environmental Samples
ND_NC0048	NCBI	NA	GCF_030023585.1	Cronobacter dublinensis	MOD1-6-3G	ASM3002358v1	South Korea	Asia		nuts	Unknown	Food and Food Ingredients
ND_NC0049	NCBI	NA	GCF_030025425.1	Cronobacter dublinensis	MOD1-6-15G	ASM3002542v1	South Korea	Asia		nuts	Unknown	Food and Food Ingredients
ND_NC0050	NCBI	NA	GCF_030025445.1	Cronobacter dublinensis	MOD1-KW5	ASM3002544v1	South Korea	Asia		black rice	Unknown	Food and Food Ingredients
ND_NC0051	NCBI	NA	GCF_030025485.1	Cronobacter dublinensis	MOD1-3-27	ASM3002548v1	South Korea	Asia		nuts	Unknown	Food and Food Ingredients
ND_NC0052	NCBI	NA	GCF_030025595.1	Cronobacter dublinensis	MOD1-2-14	ASM3002559v1	South Korea	Asia		nuts	Unknown	Food and Food Ingredients
ND_NC0053	NCBI	NA	GCF_030025765.1	Cronobacter dublinensis	MOD1-Sun1	ASM3002576v1	South Korea	Asia		taro	Unknown	Food and Food Ingredients
ND_NC0054	NCBI	NA	GCF_030126365.1	Cronobacter dublinensis	MOD1-CR1504	ASM3012636v1	Czech Republic	Europe		strawberry	Unknown	Food and Food Ingredients
ND_NC0055	NCBI	NA	GCF_030126385.1	Cronobacter dublinensis	MOD1-CR1521	ASM3012638v1	Czech Republic	Europe		gloves	Unknown	Environmental Samples
ND_NC0056	NCBI	NA	GCF_030126405.1	Cronobacter dublinensis	MOD1-CR1148	ASM3012640v1	Czech Republic	Europe		Water for Irrigation	Unknown	Environmental Samples
ND_NC0057	NCBI	NA	GCF_030126425.1	Cronobacter dublinensis	MOD1-CR1541	ASM3012642v1	Czech Republic	Europe		Parsley	Unknown	Food and Food Ingredients
ND_NC0058	NCBI	NA	GCF_030710875.1	Cronobacter dublinensis	S27	ASM3071087v1	USA	North America		Aquatic Environment	2021	Animal and Biological Sources
ND_NC0059	NCBI	NA	GCF_032026925.1	Cronobacter dublinensis	Cron-b3	ASM3202692v1	China	Asia		ensilage	2022	Environmental Samples
ND_NC0060	NCBI	NA	GCF_032026945.1	Cronobacter dublinensis	Cron-b2	ASM3202694v1	China	Asia		ensilage	2022	Environmental Samples
ND_NC0061	NCBI	NA	GCF_032598745.1	Cronobacter dublinensis	CFSA A137	ASM3259874v1	China	Asia		Cereal-based food (noodle) for infant	2021	Food and Food Ingredients
ND_NC0062	NCBI	NA	GCF_041222905.1	Cronobacter dublinensis	2012-05-18	ASM4122290v1	Unknown	Unknown		unknown	2012	Unknown and Unclassified Sources
ND_NC0063	NCBI	NA	GCF_043258315.1	Cronobacter dublinensis	S27	ASM4325831v1	USA	North America		surface water	2021	Environmental Samples
ND_NC0064	NCBI	NA	GCF_044142805.1	Cronobacter dublinensis	BC-14	ASM4414280v1	China	Asia		seed	2023	Food and Food Ingredients
ND_NC0066	NCBI	NA	GCA_016076555.1	Cronobacter dublinensis	MOD1_5960-70	PDT000337051.1	USA	North America		blood	1970	Clinical and Medical Samples
ND_NC0067	NCBI	NA	GCA_016076875.1	Cronobacter dublinensis	MOD1_0743-75	PDT000337047.1	USA	North America		foot wound	1975	Clinical and Medical Samples
ND_NC0068	NCBI	NA	GCA_026609995.2	Cronobacter dublinensis	FDA1207441-S001-001	PDT001509570.2	USA	North America		powdered infant formula	2022	Food and Food Ingredients
ND_NC0069	NCBI	NA	GCA_028154205.1	Cronobacter dublinensis	CFSAN129044	PDT001590631.1	USA	North America		environmental swab sponge	2022	Environmental Samples
ND_NC0070	NCBI	NA	GCA_028171845.1	Cronobacter dublinensis	CFSAN129066	PDT001590993.1	USA	North America		infant formula	2022	Food and Food Ingredients
ND_NC0071	NCBI	NA	GCA_028216275.1	Cronobacter dublinensis	CFSAN129394	PDT001594974.1	USA	North America		environmental swab sponge	2022	Environmental Samples
ND_NC0072	NCBI	NA	GCA_028638895.1	Cronobacter dublinensis	CFSAN129437	PDT001615628.1	USA	North America		environmental swab sponge	2023	Environmental Samples
ND_NC0073	NCBI	NA	GCA_029228395.1	Cronobacter dublinensis	CFSAN129930	PDT001662074.1	USA	North America		environmental swab	2023	Environmental Samples
ND_NC0074	NCBI	NA	GCA_030735835.1	Cronobacter dublinensis	CFSAN133213	PDT001851110.1	USA	North America		environmental swab sponge	2023	Environmental Samples
ND_NC0075	NCBI	NA	GCA_030736055.1	Cronobacter dublinensis	CFSAN133260	PDT001851082.1	USA	North America		environmental swab sponge	2023	Environmental Samples
ND_NC0076	NCBI	NA	GCA_030736435.1	Cronobacter dublinensis	CFSAN133250	PDT001851023.1	USA	North America		environmental swab sponge	2023	Environmental Samples
ND_NC0077	NCBI	NA	GCA_030736455.1	Cronobacter dublinensis	CFSAN133265	PDT001851021.1	USA	North America		environmental swab sponge	2023	Environmental Samples
ND_NC0078	NCBI	NA	GCA_032071845.1	Cronobacter dublinensis		ASM3207184v1	USA	North America		urban	2013	Environmental Samples
ND_NC0079	NCBI	NA	GCA_032854905.1	Cronobacter dublinensis	CFSAN133872	PDT001946758.1	USA	North America		environmental swab	2023	Environmental Samples
ND_NC0080	NCBI	NA	GCA_032855605.1	Cronobacter dublinensis	CFSAN133890	PDT001946719.1	USA	North America		environmental swab	2023	Environmental Samples
ND_NC0081	NCBI	NA	GCA_032855705.1	Cronobacter dublinensis	CFSAN133886	PDT001946690.1	USA	North America		environmental swab	2023	Environmental Samples
ND_NC0082	NCBI	NA	GCA_032855805.1	Cronobacter dublinensis	CFSAN133885	PDT001946685.1	USA	North America		environmental swab	2023	Environmental Samples
ND_NC0083	NCBI	NA	GCA_032855965.1	Cronobacter dublinensis	CFSAN133859	PDT001946678.1	USA	North America		environmental swab	2023	Environmental Samples
ND_NC0084	NCBI	NA	GCA_032856145.1	Cronobacter dublinensis	CFSAN133844	PDT001946668.1	USA	North America		environmental swab	2023	Environmental Samples
ND_NC0085	NCBI	NA	GCA_032856245.1	Cronobacter dublinensis	CFSAN133848	PDT001946663.1	USA	North America		environmental swab	2023	Environmental Samples
ND_NC0086	NCBI	NA	GCA_033897305.1	Cronobacter dublinensis	CFSAN134835	PDT001995445.1	USA	North America		vacuum dust floor sweepings	2022	Environmental Samples
ND_NC0087	NCBI	NA	GCA_033897405.1	Cronobacter dublinensis	CFSAN135118	PDT001995426.1	USA	North America		sprouts	2023	Food and Food Ingredients
ND_NC0088	NCBI	NA	GCA_033897625.1	Cronobacter dublinensis	CFSAN134854	PDT001995383.1	USA	North America		vacuum dust floor sweepings	2022	Environmental Samples
ND_NC0089	NCBI	NA	GCA_033898045.1	Cronobacter dublinensis	CFSAN135065	PDT001996043.1	USA	North America		sprouts	2023	Food and Food Ingredients
ND_NC0090	NCBI	NA	GCA_033898165.1	Cronobacter dublinensis	CFSAN135015	PDT001996023.1	USA	North America		nuts nut butter	2022	Food and Food Ingredients
ND_NC0091	NCBI	NA	GCA_033941245.1	Cronobacter dublinensis	CFSAN134889	PDT001996926.1	USA	North America		car mats	2023	Environmental Samples
ND_NC0093	NCBI	NA	GCA_033942095.1	Cronobacter dublinensis	CFSAN135131	PDT001996882.1	USA	North America		sprouts	2023	Food and Food Ingredients
ND_NC0094	NCBI	NA	GCA_033942165.1	Cronobacter dublinensis	CFSAN135130	PDT001996878.1	USA	North America		sprouts	2023	Food and Food Ingredients
ND_NC0095	NCBI	NA	GCA_033943705.1	Cronobacter dublinensis	CFSAN134897	PDT001996137.1	USA	North America		vacuum dust floor sweepings	2023	Environmental Samples
ND_NC0096	NCBI	NA	GCA_033944145.1	Cronobacter dublinensis	CFSAN135089	PDT001996103.1	USA	North America		sprouts	2023	Food and Food Ingredients
ND_NC0097	NCBI	NA	GCA_033944185.1	Cronobacter dublinensis	CFSAN134972	PDT001996106.1	USA	North America		vacuum dust floor sweepings	2023	Environmental Samples
ND_NC0098	NCBI	NA	GCA_033944565.1	Cronobacter dublinensis	CFSAN135066	PDT001996071.1	USA	North America		sprouts	2023	Food and Food Ingredients
ND_NC0099	NCBI	NA	GCA_033944645.1	Cronobacter dublinensis	CFSAN134974	PDT001996068.1	USA	North America		kitchen floor	2023	Environmental Samples
ND_NC0100	NCBI	NA	GCA_033960385.1	Cronobacter dublinensis	CFSAN135132	PDT002008125.1	USA	North America		sprouts	2023	Food and Food Ingredients
ND_NC0101	NCBI	NA	GCA_033960505.1	Cronobacter dublinensis	CFSAN135080	PDT002008115.1	USA	North America		grain	2023	Food and Food Ingredients
ND_NC0102	NCBI	NA	GCA_033962475.1	Cronobacter dublinensis	CFSAN134958	PDT002008008.1	USA	North America		vacuum dust floor sweepings	2023	Environmental Samples
ND_NC0103	NCBI	NA	GCA_034001925.1	Cronobacter dublinensis	PNUSAR000004	PDT001994917.2	Unknown	Unknown		missing	2023	Unknown and Unclassified Sources
ND_NC0104	NCBI	NA	GCA_034257795.1	Cronobacter dublinensis	CFSAN135601	PDT002020611.1	USA	North America		environmental swab sponge	2023	Environmental Samples
ND_NC0105	NCBI	NA	GCA_034408785.1	Cronobacter dublinensis	CFSAN135220	PDT002008080.1	USA	North America		environmental swab sponge	2023	Environmental Samples
ND_NC0106	NCBI	NA	GCA_035867885.1	Cronobacter dublinensis	2193-20	PDT002054854.1	Unknown	Unknown		missing	Unknown	Unknown and Unclassified Sources
ND_NC0108	NCBI	NA	GCA_044703525.1	Cronobacter dublinensis	CFSAN139865	PDT002445444.1	USA	North America		environmental swab sponge	2024	Environmental Samples
ND_NC0109	NCBI	NA	GCA_044703545.1	Cronobacter dublinensis	CFSAN139879	PDT002445391.1	USA	North America		environmental swab sponge	2024	Environmental Samples
ND_NC0110	NCBI	NA	GCA_044709875.1	Cronobacter dublinensis	CFSAN139825	PDT002422916.1	USA	North America		environmental swab sponge	2024	Environmental Samples
ND_NC0111	NCBI	NA	GCA_044710195.1	Cronobacter dublinensis	CFSAN139179	PDT002391279.1	USA	North America		environmental swab sponge	2024	Environmental Samples
ND_NC0112	NCBI	NA	GCA_044710795.1	Cronobacter dublinensis	CFIAFB20240062	PDT002344651.1	Canada	North America		food	2024	Food and Food Ingredients
ND_NC0113	NCBI	NA	GCA_044710875.1	Cronobacter dublinensis	CFSAN138568	PDT002342820.1	USA	North America		environmental swab sponge	2024	Environmental Samples
ND_NC0114	NCBI	NA	GCA_044710975.1	Cronobacter dublinensis	CFSAN138556	PDT002341943.1	USA	North America		environmental swab sponge	2024	Environmental Samples
ND_NC0115	NCBI	NA	GCA_044711675.1	Cronobacter dublinensis	CFSAN137616	PDT002213432.1	USA	North America		environmental swab sponge	2024	Environmental Samples
ND_NC0116	NCBI	NA	GCA_044733085.1	Cronobacter dublinensis	PNUSAR000023	PDT002128246.1	Unknown	Unknown		missing	Unknown	Unknown and Unclassified Sources
ND_NC0117	NCBI	NA	GCA_044734045.1	Cronobacter dublinensis	CFSAN136241	PDT002107393.1	USA	North America		environmental sponge	2022	Environmental Samples
ND_NC0118	NCBI	NA	GCA_044734205.1	Cronobacter dublinensis	CFSAN136238	PDT002107394.1	USA	North America		environmental sponge	2022	Environmental Samples
ND_NC0119	NCBI	NA	GCA_044734225.1	Cronobacter dublinensis	CFSAN136246	PDT002107405.1	USA	North America		environmental sponge	2022	Environmental Samples
ND_NC0120	NCBI	NA	GCA_044734265.1	Cronobacter dublinensis	CFSAN136263	PDT002107389.1	USA	North America		environmental sponge	2022	Environmental Samples
ND_NC0121	NCBI	NA	GCA_044734345.1	Cronobacter dublinensis	CFSAN136239	PDT002107384.1	USA	North America		environmental sponge	2022	Environmental Samples
ND_NC0122	NCBI	NA	GCA_044734365.1	Cronobacter dublinensis	CFSAN136244	PDT002107383.1	USA	North America		environmental sponge	2022	Environmental Samples
ND_NC0123	NCBI	NA	GCA_044734445.1	Cronobacter dublinensis	CFSAN136333	PDT002107373.1	USA	North America		environmental sponge	2024	Environmental Samples
ND_NC0124	NCBI	NA	GCA_044734505.1	Cronobacter dublinensis	CFSAN136247	PDT002107372.1	USA	North America		environmental sponge	2022	Environmental Samples
ND_NC0125	NCBI	NA	GCA_044734845.1	Cronobacter dublinensis	CFSAN136277	PDT002084562.1	USA	North America		environmental sponge	2024	Environmental Samples
ND_NC0126	NCBI	NA	GCA_044735485.1	Cronobacter dublinensis	CFSAN135945	PDT002071086.1	USA	North America		environmental swab sponge	2023	Environmental Samples
ND_NC0128	NCBI	NA	GCA_044736085.1	Cronobacter dublinensis	CFSAN135985	PDT002071037.1	USA	North America		environmental swab sponge	2023	Environmental Samples
ND_NC0129	NCBI	NA	GCA_044820065.1	Cronobacter dublinensis	25MDFML001191-6A	PDT002451569.1	USA	North America		organic corn cereal	2024	Food and Food Ingredients
ND_NC0130	NCBI	NA	GCA_044820105.1	Cronobacter dublinensis	25MDFML001191-6B	PDT002451568.1	USA	North America		organic corn cereal	2024	Food and Food Ingredients
ND_NC0131	NCBI	NA	GCA_044820145.1	Cronobacter dublinensis	25MDFML001191-6C	PDT002451567.1	USA	North America		organic corn cereal	2024	Food and Food Ingredients
ND_NC0132	NCBI	NA	GCA_044863125.1	Cronobacter dublinensis	CFSAN140052	PDT002464681.1	USA	North America		environmental swab sponge	2024	Environmental Samples
ND_NC0133	NCBI	NA	GCA_045970235.1	Cronobacter dublinensis	CFSAN140817	PDT002527328.1	USA	North America		environmental swab sponge	2024	Environmental Samples
ND_NC0134	NCBI	NA	GCA_045970255.1	Cronobacter dublinensis	CFSAN140820	PDT002527311.1	USA	North America		environmental swab sponge	2024	Environmental Samples
ND_NC0135	NCBI	NA	GCA_047337585.1	Cronobacter dublinensis	FSL-B11-0020	PDT002600730.1	USA	North America		Vacuum Dustbin	2024	Environmental Samples
ND_NC0136	NCBI	NA	GCA_047337605.1	Cronobacter dublinensis	FSL-B11-0015	PDT002600735.1	USA	North America		Kitchen Counter top	2024	Environmental Samples
ND_NC0137	NCBI	NA	GCA_047337745.1	Cronobacter dublinensis	FSL-B11-0028	PDT002600722.1	USA	North America		Vacuum Dustbin	2024	Environmental Samples
ND_NC0138	NCBI	NA	GCA_047337965.1	Cronobacter dublinensis	FSL-B11-0031	PDT002600719.1	USA	North America		Kitchen Floor	2024	Environmental Samples
ND_NC0140	NCBI	NA	GCA_047338045.1	Cronobacter dublinensis	FSL-B11-0005	PDT002600706.1	USA	North America		Vacuum Dustbin	2024	Environmental Samples
ND_NC0142	NCBI	NA	GCA_047338165.1	Cronobacter dublinensis	FSL-B11-0049	PDT002600699.1	USA	North America		Entryway Floor	2024	Environmental Samples
ND_NC0143	NCBI	NA	GCA_047338205.1	Cronobacter dublinensis	FSL-B11-0055	PDT002600693.1	USA	North America		Footwear Sole	2024	Environmental Samples
ND_NC0146	NCBI	NA	GCF_000319345.1	Cronobacter dublinensis	1210	ASM31934v1	Unknown	Unknown			Unknown	Unknown and Unclassified Sources
ND_NC0148	NCBI	NA	GCF_037070295.1	Cronobacter dublinensis	C49	ASM3707029v1	Lebanon	Asia		Sesame seed based food/processing facility 23	2017	Environmental Samples
ND_NC0149	NCBI	NA	GCF_037070315.1	Cronobacter dublinensis	C44	ASM3707031v1	Lebanon	Asia		Sesame seed based food/processing facility 21	2017	Environmental Samples
ND_NC0150	NCBI	NA	GCF_037070335.1	Cronobacter dublinensis	C46	ASM3707033v1	Lebanon	Asia		Sesame seed based food/processing facility 22	2017	Environmental Samples
ND_NC0151	NCBI	NA	GCF_037070345.1	Cronobacter dublinensis	C40	ASM3707034v1	Lebanon	Asia		Sesame seed based food/processing facility 18	2017	Environmental Samples
ND_NC0152	NCBI	NA	GCF_037070395.1	Cronobacter dublinensis	C38	ASM3707039v1	Lebanon	Asia		Sesame seed based food/processing facility 17	2017	Environmental Samples
ND_NC0153	NCBI	NA	GCF_037070405.1	Cronobacter dublinensis	C43	ASM3707040v1	Lebanon	Asia		Sesame seed based food/processing facility 20	2017	Environmental Samples
ND_NC0154	NCBI	NA	GCF_037070505.1	Cronobacter dublinensis	C32	ASM3707050v1	Lebanon	Asia		Sesame seed based food/processing facility 13	2017	Environmental Samples
ND_NC0155	NCBI	NA	GCF_037070535.1	Cronobacter dublinensis	C23	ASM3707053v1	Lebanon	Asia		Sesame seed based food/processing facility 10	2017	Environmental Samples
ND_NC0156	NCBI	NA	GCF_037070575.1	Cronobacter dublinensis	C21	ASM3707057v1	Lebanon	Asia		Sesame seed based food/processing facility 9	2017	Environmental Samples
ND_NC0157	NCBI	NA	GCA_016085915.1	Cronobacter dublinensis	CFSAN022307	PDT000148463.4	USA	North America		environmental swab	2014	Environmental Samples
ND_NC0158	NCBI	NA	GCA_016085995.1	Cronobacter dublinensis	CFSAN022309	PDT000148456.4	USA	North America		environmental swab	2014	Environmental Samples
ND_NC0159	NCBI	NA	GCA_016086035.1	Cronobacter dublinensis	CFSAN022304	PDT000148445.4	USA	North America		environmental swab	2014	Environmental Samples
ND_NC0160	NCBI	NA	GCA_016086045.1	Cronobacter dublinensis	CFSAN022306	PDT000148442.4	USA	North America		environmental swab	2014	Environmental Samples
ND_NC0161	NCBI	NA	GCA_016086255.1	Cronobacter dublinensis	CFSAN022303	PDT000148468.4	USA	North America		environmental swab	2014	Environmental Samples
ND_NC0162	NCBI	NA	GCA_016086335.1	Cronobacter dublinensis	CFSAN022296	PDT000148466.4	USA	North America		environmental swab	2014	Environmental Samples
ND_NC0163	NCBI	NA	GCA_016086855.1	Cronobacter dublinensis	CFSAN022297	PDT000148479.4	USA	North America		environmental swab	2014	Environmental Samples
ND_NC0164	NCBI	NA	GCA_016086875.1	Cronobacter dublinensis	CFSAN022294	PDT000148482.4	USA	North America		environmental swab	2014	Environmental Samples
ND_NC0165	NCBI	NA	GCA_016086975.1	Cronobacter dublinensis	CFSAN022300	PDT000148474.4	USA	North America		environmental swab	2014	Environmental Samples
ND_NC0166	NCBI	NA	GCA_016087015.1	Cronobacter dublinensis	CFSAN022302	PDT000148451.4	USA	North America		environmental swab	2014	Environmental Samples
ND_NC0167	NCBI	NA	GCA_016087035.1	Cronobacter dublinensis	CFSAN022308	PDT000148446.4	USA	North America		environmental swab	2014	Environmental Samples
ND_NC0168	NCBI	NA	GCA_016087115.1	Cronobacter dublinensis	CFSAN022301	PDT000148485.4	USA	North America		environmental swab	2014	Environmental Samples
ND_NC0169	NCBI	NA	GCA_016087195.1	Cronobacter dublinensis	CFSAN022295	PDT000148484.4	USA	North America		environmental swab	2014	Environmental Samples
ND_NC0170	NCBI	NA	GCA_016087255.1	Cronobacter dublinensis	CFSAN022305	PDT000148486.4	USA	North America		environmental swab	2014	Environmental Samples
ND_NC0171	NCBI	NA	GCA_037070255.1	Cronobacter dublinensis	C58	ASM3707025v1	Lebanon	Asia		Sesame seed based food/processing facility 25	2017	Environmental Samples
ND_NC0172	NCBI	NA	GCA_037070275.1	Cronobacter dublinensis	C55	ASM3707027v1	Lebanon	Asia		Sesame seed based food/processing facility 24	2017	Environmental Samples
ND_NC0173	NCBI	NA	GCA_037070365.1	Cronobacter dublinensis	C41	ASM3707036v1	Lebanon	Asia		Sesame seed based food/processing facility 19	2017	Environmental Samples
ND_NC0174	NCBI	NA	GCA_037070415.1	Cronobacter dublinensis	C34	ASM3707041v1	Lebanon	Asia		Sesame seed based food/processing facility 15	2017	Environmental Samples
ND_NC0175	NCBI	NA	GCA_037070435.1	Cronobacter dublinensis	C37	ASM3707043v1	Lebanon	Asia		Sesame seed based food/processing facility 16	2017	Environmental Samples
ND_NC0176	NCBI	NA	GCA_037070455.1	Cronobacter dublinensis	C33	ASM3707045v1	Lebanon	Asia		Sesame seed based food/processing facility 14	2017	Environmental Samples
ND_NC0177	NCBI	NA	GCA_037070475.1	Cronobacter dublinensis	C31	ASM3707047v1	Lebanon	Asia		Sesame seed based food/processing facility 12	2017	Environmental Samples
ND_NC0178	NCBI	NA	GCA_037070495.1	Cronobacter dublinensis	C28	ASM3707049v1	Lebanon	Asia		Sesame seed based food/processing facility 11	2017	Environmental Samples
ND_NC0179	NCBI	NA	GCA_037070555.1	Cronobacter dublinensis	C18	ASM3707055v1	Lebanon	Asia		Sesame seed based food/processing facility 8	2017	Environmental Samples
ND_NC0180	NCBI	NA	GCA_037070595.1	Cronobacter dublinensis	C14	ASM3707059v1	Lebanon	Asia		Sesame seed based food/processing facility 6	2017	Environmental Samples
ND_NC0181	NCBI	NA	GCA_037070615.1	Cronobacter dublinensis	C15	ASM3707061v1	Lebanon	Asia		Sesame seed based food/processing facility 7	2017	Environmental Samples
ND_NC0182	NCBI	NA	GCA_037070635.1	Cronobacter dublinensis	C8	ASM3707063v1	Lebanon	Asia		Sesame seed based food/processing facility 5	2017	Environmental Samples
ND_NC0183	NCBI	NA	GCA_037070655.1	Cronobacter dublinensis	C6	ASM3707065v1	Lebanon	Asia		Sesame seed based food/processing facility 4	2017	Environmental Samples
